ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
1399,23,Vermilion City,Low,Biker,Dragon,51,0,DuskBall,49,1,False,Unpredictable,20,False,243880,True,Yes
1400,14,Pewter City,Middle,Fisherman,Dragon,23,0,MasterBall,84,1,False,Unpredictable,25,False,98058,True,No
1401,59,Cerulean City,Middle,Champion,Ground,11,0,DuskBall,71,7,False,Defensive,1,False,51380,True,No
1402,22,Cinnabar Island,Low,Champion,Water,81,0,GreatBall,60,4,False,Unpredictable,17,False,78289,True,No
1403,19,Pewter City,Middle,Nurse,Fighting,71,0,LuxuryBall,39,0,False,Aggressive,21,False,82052,True,No
1404,39,Fuchsia City,Low,Fisherman,Water,70,0,LuxuryBall,78,3,False,Defensive,25,False,51786,True,No
1405,27,Viridian City,Low,Scientist,Poison,83,0,PokéBall,37,0,False,Defensive,23,False,49021,True,No
1406,11,Viridian City,Middle,Nurse,Steel,17,0,PokéBall,71,2,False,Unpredictable,14,False,44883,True,No
1407,43,Saffron City,Middle,Biker,Bug,9,0,NetBall,61,7,False,Aggressive,0,False,14751,True,No
1408,63,Lavender Town,Low,Casino Worker,Water,36,0,TimerBall,38,1,False,Aggressive,1,False,99005,True,No
1409,14,Pallet Town,High,Black Market Dealer,Psychic,86,1,PokéBall,30,3,False,Unpredictable,29,True,141116,False,Yes
1410,63,Viridian City,Low,Gym Leader Assistant,Bug,71,0,LuxuryBall,76,1,False,Defensive,0,False,38426,True,No
1411,61,Fuchsia City,Middle,Scientist,Dark,66,0,LuxuryBall,61,3,False,Aggressive,12,False,17013,True,No
1412,21,Vermilion City,Low,Rocket Grunt,Poison,57,0,HealBall,44,1,False,Unpredictable,10,False,21933,True,No
1413,64,Pallet Town,Low,Black Market Dealer,Electric,28,0,NetBall,74,1,False,Defensive,21,True,225857,True,Yes
1414,42,Saffron City,Middle,Breeder,Electric,56,0,LuxuryBall,40,0,False,Unpredictable,25,False,54660,True,No
1415,41,Pewter City,Low,Breeder,Normal,16,0,DuskBall,47,0,False,Unpredictable,24,False,37214,True,No
1416,67,Pallet Town,Middle,Champion,Ground,60,0,TimerBall,20,0,False,Aggressive,18,False,48011,True,No
1417,17,Fuchsia City,Middle,Police Officer,Ice,71,0,TimerBall,56,0,False,Unpredictable,23,False,68329,True,No
1418,12,Saffron City,Middle,Casino Worker,Ghost,42,0,HealBall,46,2,False,Defensive,5,False,25097,True,No
1419,64,Celadon City,Low,Black Market Dealer,Ice,63,0,LuxuryBall,56,5,False,Unpredictable,8,False,3829,True,No
1420,55,Pallet Town,Low,Elite Trainer,Ice,29,0,DarkBall,69,3,False,Aggressive,9,False,2666,True,No
1421,37,Pewter City,Middle,Scientist,Fairy,66,0,TimerBall,37,2,False,Defensive,1,False,50228,True,No
1422,70,Viridian City,Low,Researcher,Normal,100,0,DarkBall,59,4,True,Aggressive,15,False,120435,False,Yes
1423,47,Pewter City,High,Nurse,Dark,73,0,NetBall,51,3,False,Aggressive,7,False,85529,True,No
1424,59,Pewter City,Middle,Scientist,Electric,68,0,LuxuryBall,66,4,False,Unpredictable,6,False,34588,True,No
1425,55,Saffron City,Middle,Fisherman,Fire,62,0,DuskBall,51,2,False,Unpredictable,22,False,65584,True,No
1426,42,Celadon City,Low,Researcher,Fairy,32,0,DarkBall,43,2,False,Unpredictable,8,False,55444,True,No
1427,38,Pallet Town,Low,Gym Leader Assistant,Water,54,1,GreatBall,78,0,False,Unpredictable,16,True,103654,False,Yes
1428,69,Lavender Town,Low,Champion,Poison,12,0,UltraBall,67,4,False,Unpredictable,22,False,67991,True,No
1429,55,Pewter City,Middle,Casino Worker,Flying,61,0,NetBall,40,3,False,Unpredictable,7,False,199664,False,Yes
1430,64,Pallet Town,Middle,Elite Trainer,Electric,16,0,TimerBall,52,1,False,Unpredictable,11,False,40647,True,No
1431,18,Celadon City,Middle,Gym Leader Assistant,Fire,25,0,PokéBall,81,0,False,Unpredictable,21,False,56609,True,No
1432,23,Viridian City,Middle,Breeder,Ice,69,0,HealBall,37,5,False,Aggressive,16,False,96086,False,Yes
1433,22,Celadon City,Middle,PokéMart Seller,Water,73,0,DarkBall,26,4,False,Aggressive,18,False,46981,True,No
1434,44,Saffron City,Middle,Elite Trainer,Normal,83,0,DuskBall,48,0,False,Aggressive,12,False,91430,True,No
1435,63,Pallet Town,Middle,Casino Worker,Normal,27,0,PokéBall,26,4,False,Defensive,7,False,16552,True,No
1436,47,Vermilion City,Middle,Biker,Grass,71,0,NetBall,32,1,False,Aggressive,15,False,29703,True,No
1437,10,Vermilion City,Low,Rocket Grunt,Water,47,0,HealBall,74,0,False,Aggressive,29,True,340711,True,Yes
1438,64,Celadon City,Low,Scientist,Normal,14,0,DuskBall,61,0,False,Aggressive,19,False,78477,True,No
1439,19,Pewter City,Middle,Biker,Rock,61,0,DuskBall,57,0,False,Unpredictable,21,False,69141,True,No
1440,17,Lavender Town,High,Researcher,Ghost,55,0,DarkBall,20,1,False,Aggressive,9,False,6937,True,No
1441,12,Viridian City,High,Scientist,Fighting,30,1,HealBall,34,2,True,Unpredictable,18,True,290556,False,Yes
1442,34,Lavender Town,Middle,Rocket Grunt,Grass,49,0,PokéBall,41,3,False,Aggressive,11,False,39052,True,No
1443,47,Cerulean City,Middle,Gym Leader Assistant,Psychic,48,0,LuxuryBall,68,2,False,Aggressive,5,False,91611,True,No
1444,60,Fuchsia City,Middle,Casino Worker,Water,5,0,GreatBall,58,3,False,Aggressive,25,False,41148,True,No
1445,52,Pewter City,Low,Casino Worker,Grass,45,0,PokéBall,55,4,False,Aggressive,15,True,124933,True,Yes
1446,39,Vermilion City,High,PokéMart Seller,Flying,71,0,LuxuryBall,40,2,False,Aggressive,24,False,22402,True,No
1447,61,Viridian City,High,Researcher,Poison,25,0,PokéBall,71,0,False,Unpredictable,15,False,8356,True,No
1448,21,Pewter City,Middle,Casino Worker,Ground,29,0,TimerBall,83,5,False,Defensive,22,False,91903,True,No
1449,52,Pallet Town,Low,Biker,Psychic,22,1,PokéBall,80,2,False,Unpredictable,7,True,283590,False,Yes
1450,54,Viridian City,Middle,Black Market Dealer,Water,22,0,UltraBall,42,1,False,Defensive,22,False,34456,True,No
1451,13,Celadon City,Low,Casino Worker,Rock,92,0,DarkBall,56,2,False,Defensive,12,False,3427,True,No
1452,54,Viridian City,High,Fisherman,Electric,69,0,MasterBall,24,0,False,Defensive,22,False,88791,True,No
1453,23,Celadon City,Low,Nurse,Dragon,78,0,PokéBall,85,1,False,Defensive,7,False,30052,True,No
1454,14,Cerulean City,Middle,Gym Leader Assistant,Fairy,33,0,MasterBall,78,5,False,Defensive,25,False,29417,True,No
1455,52,Fuchsia City,Low,Rocket Grunt,Ice,98,0,PokéBall,27,3,False,Aggressive,17,False,38519,True,No
1456,43,Vermilion City,High,PokéMart Seller,Dragon,5,0,DarkBall,21,2,False,Aggressive,8,False,64288,True,No
1457,30,Vermilion City,Low,Black Market Dealer,Ghost,38,0,PokéBall,73,5,False,Unpredictable,14,False,60472,True,No
1458,37,Vermilion City,High,PokéMart Seller,Grass,92,0,NetBall,30,1,False,Unpredictable,3,False,1851,True,No
1459,53,Lavender Town,Low,Black Market Dealer,Fairy,9,0,HealBall,54,1,True,Aggressive,15,True,96100,False,Yes
1460,66,Vermilion City,Middle,Casino Worker,Dark,10,0,HealBall,21,4,False,Aggressive,24,False,15614,True,No
1461,24,Pewter City,High,Biker,Bug,7,0,UltraBall,66,1,False,Defensive,6,False,36406,True,No
1462,65,Celadon City,Middle,Casino Worker,Flying,25,0,GreatBall,77,1,False,Defensive,15,False,82919,True,No
1463,15,Pewter City,Middle,Rocket Grunt,Poison,13,1,HealBall,59,0,False,Aggressive,28,False,286094,False,Yes
1464,51,Vermilion City,Middle,Underground Battler,Psychic,77,0,LuxuryBall,51,2,False,Aggressive,29,False,291373,False,Yes
1465,13,Pewter City,Middle,Nurse,Steel,25,0,TimerBall,79,0,False,Defensive,20,False,32854,True,No
1466,50,Lavender Town,Middle,Gym Leader Assistant,Psychic,6,0,HealBall,22,0,False,Unpredictable,22,False,23128,True,No
1467,21,Celadon City,Low,Fisherman,Fairy,40,0,UltraBall,64,0,False,Defensive,10,True,358219,True,Yes
1468,18,Celadon City,Low,Researcher,Bug,33,0,TimerBall,85,2,False,Defensive,17,False,90146,True,No
1469,20,Lavender Town,Middle,Breeder,Fairy,24,0,TimerBall,39,0,False,Defensive,4,False,93426,True,No
1470,13,Viridian City,High,Breeder,Fire,42,0,UltraBall,54,3,False,Aggressive,12,True,133137,True,Yes
1471,51,Pewter City,Middle,Scientist,Psychic,38,1,NetBall,66,5,False,Unpredictable,22,False,52429,False,Yes
1472,67,Vermilion City,Middle,Police Officer,Water,84,0,UltraBall,49,3,False,Unpredictable,3,False,63364,True,No
1473,24,Cerulean City,High,Scientist,Fairy,57,0,UltraBall,79,1,False,Defensive,20,False,81543,True,No
1474,61,Pewter City,Middle,Champion,Flying,61,0,HealBall,84,0,False,Defensive,3,False,46822,True,No
1475,38,Vermilion City,Middle,Rocket Grunt,Steel,21,0,NetBall,81,0,False,Defensive,10,True,73141,False,Yes
1476,26,Fuchsia City,Middle,Rocket Grunt,Fire,90,0,GreatBall,81,0,False,Unpredictable,9,False,38241,True,No
1477,44,Viridian City,High,Elite Trainer,Electric,39,0,HealBall,74,2,False,Aggressive,6,False,82813,True,No
1478,21,Celadon City,Low,Daycare Worker,Electric,72,0,UltraBall,84,4,False,Aggressive,8,False,80026,True,No
1479,47,Fuchsia City,Middle,Daycare Worker,Grass,34,0,UltraBall,43,4,False,Unpredictable,10,False,49400,True,No
1480,50,Cinnabar Island,Low,Scientist,Water,45,0,NetBall,67,3,False,Defensive,13,False,331125,True,Yes
1481,58,Cerulean City,Middle,Researcher,Psychic,58,0,UltraBall,66,0,False,Unpredictable,25,False,5601,True,No
1482,26,Cerulean City,Middle,Fisherman,Dragon,66,0,DarkBall,49,0,False,Defensive,11,False,33758,True,No
1483,69,Viridian City,Middle,Elite Trainer,Ghost,12,0,MasterBall,50,2,False,Defensive,6,False,49278,True,No
1484,17,Saffron City,Middle,Fisherman,Electric,51,0,LuxuryBall,46,0,False,Aggressive,3,False,30589,True,No
1485,35,Pewter City,Middle,Elite Trainer,Ground,46,1,NetBall,39,4,False,Aggressive,28,False,148844,False,Yes
1486,69,Viridian City,Middle,PokéMart Seller,Poison,26,0,HealBall,29,3,False,Aggressive,9,False,75066,True,No
1487,55,Cerulean City,Middle,Daycare Worker,Dragon,19,0,DarkBall,38,1,False,Defensive,6,False,5340,True,No
1488,16,Fuchsia City,Middle,Scientist,Bug,56,0,HealBall,22,3,False,Unpredictable,12,False,92496,True,No
1489,60,Cerulean City,Middle,Biker,Steel,16,0,TimerBall,75,1,False,Aggressive,9,False,83706,True,No
1490,67,Viridian City,Low,Gym Leader Assistant,Bug,14,1,DarkBall,54,2,False,Defensive,5,False,138630,True,Yes
1491,31,Viridian City,Middle,Casino Worker,Steel,56,0,DarkBall,30,1,False,Unpredictable,21,False,20588,True,No
1492,61,Lavender Town,Low,Rocket Grunt,Rock,86,0,LuxuryBall,79,0,False,Defensive,17,False,97848,True,No
1493,49,Pewter City,Middle,Daycare Worker,Bug,55,0,HealBall,23,0,False,Defensive,23,False,1402,True,No
1494,54,Pallet Town,Middle,Casino Worker,Dragon,82,0,GreatBall,80,0,False,Aggressive,0,False,94708,True,No
1495,27,Pallet Town,Middle,Daycare Worker,Rock,42,0,DarkBall,56,1,False,Defensive,6,False,68022,True,No
1496,63,Viridian City,Low,Breeder,Poison,95,0,HealBall,62,0,False,Unpredictable,14,False,54362,True,No
1497,49,Viridian City,High,Biker,Fighting,92,0,LuxuryBall,38,0,False,Aggressive,3,False,88227,True,No
1498,38,Cinnabar Island,Low,PokéMart Seller,Ice,5,0,GreatBall,60,0,False,Aggressive,2,False,66589,True,No
1499,43,Cinnabar Island,Middle,Elite Trainer,Poison,10,0,UltraBall,27,3,False,Aggressive,23,False,87868,True,No
1500,46,Lavender Town,Middle,Champion,Grass,64,0,NetBall,66,2,False,Defensive,5,False,10797,True,No
1501,20,Pallet Town,Middle,Breeder,Rock,77,0,MasterBall,62,1,False,Unpredictable,8,False,99801,True,No
1502,25,Celadon City,Middle,Underground Battler,Electric,37,0,GreatBall,41,4,False,Aggressive,21,False,80917,True,No
1503,54,Fuchsia City,Low,Breeder,Fairy,9,0,MasterBall,51,1,False,Defensive,16,False,64923,True,No
1504,41,Celadon City,Low,Rocket Grunt,Water,60,0,PokéBall,63,0,False,Unpredictable,22,False,72727,True,No
1505,67,Cerulean City,Middle,Researcher,Fire,39,0,MasterBall,73,0,False,Aggressive,19,False,5698,True,No
1506,28,Fuchsia City,High,Champion,Ground,28,0,TimerBall,30,0,False,Aggressive,21,False,59281,True,No
1507,49,Viridian City,Middle,Scientist,Electric,48,0,GreatBall,49,1,False,Aggressive,4,False,2163,True,No
1508,51,Saffron City,High,Black Market Dealer,Dark,11,0,HealBall,49,0,False,Unpredictable,17,False,79380,True,No
1509,16,Celadon City,Low,Elite Trainer,Poison,77,0,LuxuryBall,27,1,False,Defensive,19,False,71477,True,No
1510,11,Pallet Town,High,Biker,Poison,28,1,UltraBall,68,0,False,Unpredictable,19,False,361869,False,Yes
1511,18,Pewter City,Middle,Fisherman,Ice,23,0,HealBall,35,0,False,Defensive,17,True,113804,True,Yes
1512,39,Pallet Town,High,Daycare Worker,Ice,20,0,DuskBall,60,5,False,Unpredictable,21,False,2750,True,No
1513,55,Pewter City,Middle,PokéMart Seller,Dragon,97,0,DuskBall,23,0,False,Defensive,11,False,18721,True,No
1514,38,Celadon City,Middle,Researcher,Water,21,0,HealBall,62,2,False,Unpredictable,15,False,289573,False,Yes
1515,41,Celadon City,High,Scientist,Water,96,0,PokéBall,25,3,False,Defensive,13,False,16282,True,No
1516,68,Viridian City,Low,Breeder,Normal,24,0,MasterBall,53,5,False,Aggressive,5,False,82725,True,No
1517,44,Pallet Town,High,Gym Leader Assistant,Psychic,31,1,PokéBall,46,2,False,Aggressive,28,False,90294,False,Yes
1518,55,Vermilion City,Low,PokéMart Seller,Fairy,77,0,HealBall,55,2,False,Unpredictable,12,False,89931,True,No
1519,33,Pallet Town,Middle,Black Market Dealer,Dark,67,0,PokéBall,24,1,False,Aggressive,6,False,14297,True,No
1520,22,Celadon City,Middle,Daycare Worker,Grass,89,1,PokéBall,47,2,False,Aggressive,6,False,315541,False,Yes
1521,52,Saffron City,Middle,Nurse,Flying,84,0,LuxuryBall,61,5,False,Unpredictable,22,False,95500,True,No
1522,36,Pewter City,Middle,Rocket Grunt,Ghost,45,0,UltraBall,78,0,False,Defensive,16,False,65646,True,No
1523,63,Vermilion City,Low,Rocket Grunt,Dragon,11,0,GreatBall,30,2,False,Unpredictable,4,False,37835,True,No
1524,21,Saffron City,Low,Underground Battler,Ice,43,0,GreatBall,70,5,False,Unpredictable,7,False,59858,True,No
1525,44,Saffron City,Low,Champion,Electric,28,0,NetBall,82,3,False,Aggressive,14,False,20764,True,No
1526,70,Pallet Town,Middle,Daycare Worker,Fighting,54,0,LuxuryBall,76,6,False,Aggressive,25,False,52004,True,No
1527,42,Vermilion City,Middle,Elite Trainer,Fighting,80,0,DarkBall,59,2,False,Defensive,6,False,83394,True,No
1528,69,Lavender Town,Low,Biker,Grass,18,0,NetBall,62,2,False,Defensive,13,False,62231,True,No
1529,28,Lavender Town,Low,Daycare Worker,Grass,41,0,UltraBall,69,2,False,Aggressive,5,False,59893,True,No
1530,37,Fuchsia City,Middle,Police Officer,Water,16,0,DuskBall,31,5,False,Aggressive,17,False,95399,True,No
1531,26,Viridian City,Low,Police Officer,Grass,71,0,DuskBall,78,0,False,Aggressive,22,False,16199,True,No
1532,49,Vermilion City,Low,Champion,Poison,39,0,DuskBall,25,0,False,Unpredictable,24,False,46809,True,No
1533,70,Fuchsia City,Low,Biker,Fairy,68,0,MasterBall,31,1,False,Defensive,15,False,53980,True,No
1534,35,Fuchsia City,Middle,Breeder,Electric,56,0,NetBall,31,1,False,Unpredictable,9,False,178865,True,Yes
1535,47,Cinnabar Island,High,Scientist,Steel,9,0,TimerBall,28,1,False,Unpredictable,12,False,37869,True,No
1536,13,Cinnabar Island,Middle,Researcher,Ground,81,0,DuskBall,78,2,False,Defensive,0,False,28612,True,No
1537,25,Vermilion City,Low,Gym Leader Assistant,Rock,57,0,MasterBall,70,4,False,Unpredictable,4,False,41583,True,No
1538,54,Celadon City,High,Rocket Grunt,Fire,7,0,HealBall,33,3,False,Unpredictable,19,False,34402,True,No
1539,20,Viridian City,Low,Elite Trainer,Normal,71,0,PokéBall,76,0,False,Aggressive,9,False,81777,True,No
1540,17,Pallet Town,Low,Nurse,Fairy,63,0,GreatBall,55,3,False,Unpredictable,12,False,65735,True,No
1541,35,Lavender Town,Middle,Daycare Worker,Flying,90,0,TimerBall,24,0,False,Aggressive,3,False,6525,True,No
1542,69,Fuchsia City,High,Rocket Grunt,Fire,9,0,HealBall,24,1,False,Defensive,9,False,7730,True,No
1543,35,Pallet Town,Low,Gym Leader Assistant,Electric,83,0,GreatBall,47,1,False,Unpredictable,24,False,13068,True,No
1544,61,Pewter City,Low,Scientist,Dark,7,0,PokéBall,30,0,False,Defensive,1,False,32262,True,No
1545,63,Saffron City,Low,Champion,Ice,96,0,GreatBall,49,2,False,Unpredictable,6,False,83927,True,No
1546,19,Viridian City,Low,Police Officer,Psychic,62,0,NetBall,35,0,False,Unpredictable,14,False,214385,True,Yes
1547,51,Pewter City,Low,Casino Worker,Water,39,0,LuxuryBall,70,1,False,Unpredictable,24,False,37323,True,No
1548,26,Viridian City,Low,Researcher,Ghost,6,0,UltraBall,29,3,False,Defensive,10,False,21850,True,No
1549,59,Saffron City,Low,Underground Battler,Ice,93,0,DuskBall,44,8,False,Unpredictable,11,False,60079,True,No
1550,44,Celadon City,Middle,Scientist,Flying,51,0,MasterBall,57,2,False,Aggressive,17,False,258404,False,Yes
1551,58,Fuchsia City,High,Casino Worker,Ghost,17,0,UltraBall,39,1,False,Aggressive,14,False,63042,True,No
1552,70,Vermilion City,Low,Casino Worker,Bug,49,0,HealBall,24,2,False,Unpredictable,22,False,58839,True,No
1553,10,Vermilion City,Low,Nurse,Flying,7,0,PokéBall,74,3,False,Unpredictable,10,False,53226,True,No
1554,37,Cerulean City,Low,Rocket Grunt,Fairy,83,0,GreatBall,52,0,False,Defensive,21,False,85962,True,No
1555,24,Saffron City,Low,Biker,Dark,83,0,TimerBall,31,2,False,Unpredictable,0,False,9257,True,No
1556,15,Cerulean City,Low,Gym Leader Assistant,Dark,88,0,MasterBall,64,0,False,Unpredictable,21,False,42655,True,No
1557,10,Saffron City,Middle,Champion,Fire,52,0,PokéBall,27,0,False,Defensive,18,False,39292,True,No
1558,23,Fuchsia City,Middle,Breeder,Normal,14,0,NetBall,21,3,False,Defensive,8,False,7974,True,No
1559,69,Celadon City,Middle,Casino Worker,Ground,75,0,UltraBall,66,0,False,Unpredictable,16,False,98879,True,No
1560,36,Saffron City,Low,Black Market Dealer,Normal,46,0,HealBall,37,2,False,Defensive,24,True,202487,False,Yes
1561,39,Saffron City,Low,Elite Trainer,Normal,75,0,UltraBall,71,3,False,Aggressive,1,False,87581,True,No
1562,45,Vermilion City,Low,Nurse,Electric,11,0,TimerBall,72,3,False,Defensive,6,False,46887,True,No
1563,35,Vermilion City,Middle,Daycare Worker,Fire,49,0,UltraBall,65,1,False,Defensive,2,False,88419,True,No
1564,24,Celadon City,Low,Gym Leader Assistant,Grass,23,0,MasterBall,48,2,False,Defensive,5,False,30005,True,No
1565,50,Pallet Town,Middle,Nurse,Poison,20,0,TimerBall,85,5,False,Aggressive,14,False,39880,True,No
1566,32,Vermilion City,Low,Breeder,Poison,93,0,UltraBall,76,1,False,Unpredictable,3,False,68519,True,No
1567,47,Pallet Town,Middle,Researcher,Electric,77,0,NetBall,26,1,False,Defensive,13,False,63676,True,No
1568,44,Cinnabar Island,High,Black Market Dealer,Poison,20,0,NetBall,34,3,False,Defensive,16,False,29462,True,No
1569,48,Viridian City,Middle,Police Officer,Ghost,27,0,DuskBall,37,3,False,Aggressive,17,False,18766,True,No
1570,31,Celadon City,High,Gym Leader Assistant,Flying,68,1,UltraBall,83,0,False,Aggressive,15,True,78583,False,Yes
1571,44,Cerulean City,Middle,Gym Leader Assistant,Poison,10,0,LuxuryBall,27,4,False,Aggressive,19,False,21032,True,No
1572,32,Celadon City,Low,Researcher,Steel,54,0,NetBall,76,2,False,Aggressive,22,False,173260,False,Yes
1573,39,Celadon City,Low,Gym Leader Assistant,Rock,83,0,NetBall,75,3,False,Unpredictable,13,False,36043,True,No
1574,68,Viridian City,Low,Black Market Dealer,Normal,77,0,HealBall,26,1,False,Unpredictable,19,False,61862,True,No
1575,33,Cerulean City,High,Underground Battler,Normal,88,0,NetBall,70,6,True,Unpredictable,9,True,358021,False,Yes
1576,34,Pewter City,Low,Casino Worker,Ice,97,1,PokéBall,72,3,False,Aggressive,11,True,295830,False,Yes
1577,43,Pallet Town,Low,Casino Worker,Dragon,60,0,NetBall,71,4,False,Unpredictable,7,False,3877,True,No
1578,49,Cinnabar Island,Middle,Researcher,Grass,37,0,PokéBall,83,1,False,Aggressive,24,False,69884,True,No
1579,24,Celadon City,Middle,Black Market Dealer,Water,29,0,HealBall,51,1,False,Aggressive,9,False,31295,True,No
1580,35,Pallet Town,Low,PokéMart Seller,Psychic,77,0,PokéBall,34,0,False,Defensive,13,False,65963,True,No
1581,70,Vermilion City,Middle,Biker,Poison,81,0,UltraBall,55,1,False,Unpredictable,6,False,72307,True,No
1582,48,Viridian City,Middle,Breeder,Ice,54,0,MasterBall,36,1,False,Defensive,9,False,13114,True,No
1583,49,Pewter City,Middle,Nurse,Fire,21,1,HealBall,37,1,False,Aggressive,16,True,72576,True,Yes
1584,11,Pewter City,Middle,Black Market Dealer,Dragon,92,0,TimerBall,20,4,False,Unpredictable,23,False,57730,True,No
1585,53,Vermilion City,Middle,Casino Worker,Water,92,0,GreatBall,71,0,False,Unpredictable,1,False,2965,True,No
1586,65,Celadon City,Low,Scientist,Normal,66,1,DarkBall,54,2,False,Defensive,3,False,204203,True,Yes
1587,54,Viridian City,Low,PokéMart Seller,Grass,77,0,HealBall,85,0,False,Aggressive,2,False,58054,True,No
1588,30,Celadon City,Low,Daycare Worker,Normal,63,0,DarkBall,65,4,False,Defensive,22,False,17175,True,No
1589,43,Cinnabar Island,Low,Fisherman,Rock,89,0,PokéBall,54,1,False,Defensive,6,False,73117,True,No
1590,16,Viridian City,Low,Breeder,Psychic,19,0,NetBall,52,2,False,Unpredictable,11,False,21855,True,No
1591,18,Cerulean City,High,Champion,Normal,91,0,DarkBall,69,3,False,Defensive,25,False,54064,True,No
1592,17,Pallet Town,Low,Breeder,Electric,58,1,DarkBall,55,8,False,Aggressive,4,True,318240,True,Yes
1593,67,Cinnabar Island,Low,Nurse,Fire,92,0,HealBall,64,2,False,Aggressive,30,False,207843,False,Yes
1594,13,Fuchsia City,Low,Daycare Worker,Flying,14,0,LuxuryBall,81,2,False,Unpredictable,15,False,55995,True,No
1595,52,Fuchsia City,High,Biker,Steel,58,0,NetBall,85,1,False,Aggressive,3,False,31576,True,No
1596,46,Vermilion City,Low,Daycare Worker,Grass,8,0,DuskBall,55,0,False,Aggressive,15,False,14193,True,No
1597,50,Saffron City,High,PokéMart Seller,Fire,42,0,LuxuryBall,76,1,False,Unpredictable,4,False,53885,True,No
1598,13,Lavender Town,Middle,Elite Trainer,Grass,19,0,HealBall,59,6,False,Unpredictable,1,False,22893,True,No
1599,24,Cerulean City,Low,Biker,Ghost,26,0,GreatBall,54,1,False,Defensive,24,False,36865,True,No
1600,50,Celadon City,Middle,Police Officer,Dark,27,1,GreatBall,33,0,False,Aggressive,14,False,357288,False,Yes
1601,19,Fuchsia City,High,Researcher,Rock,57,0,GreatBall,31,0,False,Defensive,19,False,21869,True,No
1602,44,Celadon City,Low,Police Officer,Psychic,58,1,MasterBall,85,0,False,Defensive,24,False,226233,False,Yes
1603,52,Cerulean City,Low,Breeder,Fairy,21,0,PokéBall,67,0,False,Aggressive,2,False,17529,True,No
1604,44,Vermilion City,Middle,Underground Battler,Ground,81,0,TimerBall,27,0,False,Unpredictable,16,False,54325,True,No
1605,33,Saffron City,Low,Underground Battler,Water,80,0,DuskBall,35,0,False,Defensive,17,False,38988,True,No
1606,54,Saffron City,Middle,Nurse,Psychic,21,0,UltraBall,39,2,False,Aggressive,20,False,35111,True,No
1607,12,Saffron City,Low,Rocket Grunt,Grass,33,0,NetBall,49,0,False,Unpredictable,25,False,4968,True,No
1608,20,Fuchsia City,Middle,Breeder,Steel,35,0,TimerBall,26,0,False,Aggressive,23,False,20312,True,No
1609,30,Lavender Town,Low,Biker,Poison,73,0,GreatBall,67,0,False,Unpredictable,10,False,17578,True,No
1610,38,Fuchsia City,Middle,Elite Trainer,Dark,68,0,UltraBall,57,0,False,Aggressive,20,False,39031,True,No
1611,19,Saffron City,Low,Daycare Worker,Fire,27,0,GreatBall,79,2,False,Defensive,6,False,33704,True,No
1612,47,Celadon City,Low,Black Market Dealer,Steel,71,0,DarkBall,63,3,False,Defensive,3,False,4293,True,No
1613,52,Celadon City,Low,Black Market Dealer,Electric,37,0,TimerBall,49,3,False,Defensive,25,False,60453,True,No
1614,18,Celadon City,Middle,Daycare Worker,Poison,12,0,MasterBall,36,2,False,Aggressive,20,False,98843,True,No
1615,37,Saffron City,Low,Breeder,Dark,50,0,NetBall,53,5,False,Defensive,8,False,11494,True,No
1616,67,Cinnabar Island,Low,Elite Trainer,Electric,15,1,NetBall,42,0,False,Defensive,10,False,330501,False,Yes
1617,59,Pallet Town,High,Casino Worker,Fire,11,0,TimerBall,54,1,False,Unpredictable,25,False,73528,True,No
1618,21,Celadon City,Middle,Biker,Ground,79,0,PokéBall,30,1,False,Aggressive,20,False,30214,True,No
1619,11,Saffron City,Middle,Rocket Grunt,Water,100,0,UltraBall,50,4,False,Defensive,20,False,5110,True,No
1620,70,Pallet Town,Middle,PokéMart Seller,Dragon,30,1,HealBall,59,2,False,Aggressive,22,True,391935,False,Yes
1621,56,Saffron City,Middle,Scientist,Dragon,18,0,DuskBall,25,1,False,Defensive,12,False,34045,True,No
1622,60,Cinnabar Island,Low,Police Officer,Flying,21,0,LuxuryBall,67,4,False,Aggressive,25,False,10411,True,No
1623,62,Cerulean City,Middle,Gym Leader Assistant,Electric,56,0,DuskBall,59,1,False,Defensive,25,False,23356,True,No
1624,26,Viridian City,High,Underground Battler,Fighting,74,0,MasterBall,50,3,False,Unpredictable,22,False,36368,True,No
1625,15,Cerulean City,Middle,Scientist,Psychic,87,0,UltraBall,79,1,False,Defensive,7,False,40429,True,No
1626,65,Celadon City,Low,Gym Leader Assistant,Psychic,94,0,HealBall,58,5,False,Defensive,24,False,92560,True,No
1627,18,Saffron City,Middle,Nurse,Water,54,0,PokéBall,71,3,False,Defensive,8,False,32706,True,No
1628,10,Saffron City,Low,Underground Battler,Fire,59,0,GreatBall,35,0,False,Unpredictable,21,False,64107,True,No
1629,60,Cinnabar Island,Low,Researcher,Psychic,12,0,MasterBall,63,1,False,Defensive,9,False,16870,True,No
1630,67,Pallet Town,Middle,Fisherman,Fairy,71,0,GreatBall,71,1,False,Aggressive,3,False,37581,True,No
1631,30,Saffron City,High,Champion,Fire,45,0,PokéBall,36,5,False,Defensive,11,False,45881,True,No
1632,45,Vermilion City,Low,Underground Battler,Ground,75,0,DuskBall,28,3,False,Aggressive,24,False,29869,True,No
